Knot Type,Grid ID,X-Permutation,O-Permutation,tb,r,grid ID num,Grid ID,Legendrian Mirror,Orientation Reversal,Legendrian Mirror of Orientation Reversal
11n88,G507,"(0, 9, 2, 4, 8, 7, 6, 3, 5, 1)","(4, 3, 5, 1, 2, 0, 9, 8, 7, 6)",-13,-2,#REF!,G507,--,--,G507
11n88,G508,"(0, 6, 5, 4, 8, 7, 3, 9, 2, 1)","(4, 3, 2, 9, 1, 0, 8, 6, 7, 5)",-13,0,#REF!,G508,G509,G508,G509
11n88,G509,"(0, 9, 8, 6, 3, 2, 1, 5, 4, 7)","(5, 4, 2, 1, 0, 9, 7, 8, 6, 3)",-13,0,#REF!,G509,G508,G509,G508
11n88,G510,"(0, 6, 8, 5, 4, 3, 7, 9, 2, 1)","(5, 4, 3, 2, 1, 9, 0, 6, 8, 7)",-13,2,#REF!,G510,--,--,G510
m11n88,G1515,"(0, 1, 3, 5, 4, 6, 7, 8, 9, 2)","(3, 4, 8, 2, 9, 0, 1, 5, 6, 7)",3,0,#REF!,G1515,G1516,G1516,G1515
m11n88,G1516,"(0, 8, 1, 2, 3, 4, 6, 5, 7, 9)","(7, 3, 4, 5, 9, 0, 1, 8, 2, 6)",3,0,#REF!,G1516,G1515,G1515,G1516
11n92,G511,"(0, 9, 6, 3, 4, 5, 1, 2, 7, 8)","(7, 1, 0, 8, 9, 2, 3, 6, 4, 5)",-4,-1,#REF!,G511,--,--,G514
11n92,G512,"(0, 1, 9, 8, 2, 3, 4, 6, 7, 5)","(6, 7, 4, 0, 9, 5, 1, 2, 3, 8)",-4,-1,#REF!,G512,--,--,G513
11n92,G513,"(0, 1, 4, 2, 3, 8, 7, 5, 6, 9)","(3, 7, 0, 5, 6, 4, 9, 8, 1, 2)",-4,-1,#REF!,G513,--,--,G512
11n92,G514,"(0, 6, 7, 3, 4, 5, 2, 8, 9, 1)","(2, 1, 5, 6, 8, 9, 7, 0, 3, 4)",-4,-1,#REF!,G514,--,--,G511
11n92,G515,"(0, 1, 6, 7, 3, 4, 5, 2, 9, 8)","(3, 4, 2, 5, 6, 9, 0, 8, 7, 1)",-4,1,#REF!,G515,--,--,G517
11n92,G516,"(0, 8, 9, 1, 2, 3, 7, 6, 4, 5)","(7, 2, 3, 4, 0, 6, 5, 1, 8, 9)",-4,1,#REF!,G516,--,--,G518
11n92,G517,"(0, 2, 3, 9, 6, 7, 8, 4, 5, 1)","(7, 8, 1, 4, 2, 3, 5, 6, 0, 9)",-4,1,#REF!,G517,--,--,G515
11n92,G518,"(0, 3, 4, 2, 1, 6, 7, 5, 8, 9)","(7, 8, 1, 0, 5, 3, 4, 9, 2, 6)",-4,1,#REF!,G518,--,--,G516
m11n92,G1517,"(0, 9, 6, 3, 2, 1, 4, 7, 8, 5)","(4, 1, 0, 7, 6, 5, 8, 9, 3, 2)",-6,-1,#REF!,G1517,--,--,?
m11n92,G1518,"(0, 9, 1, 6, 5, 7, 8, 4, 3, 2)","(4, 3, 8, 0, 9, 2, 6, 7, 1, 5)",-6,-1,#REF!,G1518,--,--,?
m11n92,G1519,"(0, 7, 8, 1, 4, 3, 2, 9, 6, 5)","(3, 2, 6, 7, 0, 9, 8, 5, 4, 1)",-6,1,#REF!,G1519,--,--,?
m11n92,G1520,"(0, 9, 8, 4, 5, 7, 6, 1, 3, 2)","(7, 1, 5, 6, 0, 3, 2, 4, 9, 8)",-6,1,#REF!,G1520,--,--,?
11n96,G519,"(0, 2, 4, 9, 6, 5, 8, 7, 3, 1)","(5, 7, 1, 3, 0, 2, 4, 9, 8, 6)",-6,-1,#REF!,G519,--,--,?
11n96,G520,"(0, 8, 4, 3, 6, 5, 2, 7, 9, 1)","(5, 3, 2, 7, 9, 1, 8, 0, 4, 6)",-6,1,#REF!,G520,--,--,?
m11n96,G1521,"(0, 7, 8, 1, 6, 3, 5, 2, 4, 9)","(5, 2, 3, 4, 9, 7, 8, 6, 0, 1)",-4,-1,#REF!,G1521,--,--,G1523
m11n96,G1522,"(0, 1, 3, 4, 9, 7, 5, 8, 6, 2)","(5, 6, 8, 2, 3, 0, 1, 4, 9, 7)",-4,-1,#REF!,G1522,--,--,G1524
m11n96,G1523,"(0, 4, 2, 5, 3, 1, 8, 9, 6, 7)","(6, 8, 9, 0, 7, 4, 2, 3, 1, 5)",-4,-1,#REF!,G1523,--,--,G1521
m11n96,G1524,"(0, 2, 9, 5, 6, 4, 7, 8, 1, 3)","(4, 7, 3, 0, 1, 8, 9, 2, 5, 6)",-4,-1,#REF!,G1524,--,--,G1522
m11n96,G1525,"(0, 5, 7, 4, 6, 3, 8, 1, 2, 9)","(8, 9, 3, 1, 2, 0, 5, 6, 7, 4)",-4,1,#REF!,G1525,--,--,G1527
m11n96,G1526,"(0, 6, 4, 7, 5, 3, 8, 9, 1, 2)","(5, 3, 8, 1, 2, 9, 0, 4, 6, 7)",-4,1,#REF!,G1526,--,--,G1528
m11n96,G1527,"(0, 1, 8, 9, 6, 4, 2, 5, 3, 7)","(2, 6, 4, 5, 3, 0, 7, 8, 9, 1)",-4,1,#REF!,G1527,--,--,G1525
m11n96,G1528,"(0, 2, 5, 6, 9, 7, 8, 4, 1, 3)","(7, 8, 1, 4, 5, 2, 3, 0, 6, 9)",-4,1,#REF!,G1528,--,--,G1526
11n99,G521,"(0, 7, 1, 3, 2, 4, 6, 8, 9, 5)","(4, 2, 6, 8, 5, 7, 9, 0, 3, 1)",1,0,#REF!,G521,G522,G521,G522
11n99,G522,"(0, 6, 7, 9, 1, 3, 2, 4, 8, 5)","(4, 2, 5, 6, 8, 0, 7, 9, 3, 1)",1,0,#REF!,G522,G521,G522,G521
m11n99,G1529,"(0, 8, 7, 5, 6, 4, 2, 3, 1, 9)","(4, 1, 9, 8, 3, 7, 5, 0, 6, 2)",-11,-2,#REF!,G1529,--,--,G1529
m11n99,G1530,"(0, 2, 9, 1, 8, 3, 7, 5, 6, 4)","(5, 6, 3, 4, 2, 0, 9, 8, 1, 7)",-11,-2,#REF!,G1530,--,--,G1530
m11n99,G1531,"(0, 3, 1, 9, 8, 5, 7, 4, 6, 2)","(5, 6, 4, 2, 0, 9, 3, 8, 1, 7)",-11,-2,#REF!,G1531,--,--,G1531
m11n99,G1532,"(0, 9, 2, 8, 1, 6, 4, 7, 3, 5)","(6, 4, 7, 3, 5, 2, 0, 1, 9, 8)",-11,0,#REF!,G1532,G1533,G1535,G1534
m11n99,G1533,"(0, 8, 6, 4, 7, 3, 5, 2, 1, 9)","(7, 5, 1, 9, 2, 8, 0, 6, 4, 3)",-11,0,#REF!,G1533,G1532,G1534,G1535
m11n99,G1534,"(0, 6, 4, 7, 3, 5, 1, 9, 8, 2)","(3, 1, 9, 2, 8, 0, 7, 6, 4, 5)",-11,0,#REF!,G1534,G1535,G1533,G1532
m11n99,G1535,"(0, 7, 5, 6, 4, 3, 1, 9, 2, 8)","(6, 1, 9, 2, 8, 0, 5, 4, 7, 3)",-11,0,#REF!,G1535,G1534,G1532,G1533
m11n99,G1536,"(0, 6, 8, 5, 7, 4, 3, 1, 9, 2)","(5, 1, 4, 9, 3, 2, 0, 8, 6, 7)",-11,2,#REF!,G1536,--,--,G1536
m11n99,G1537,"(0, 8, 6, 7, 5, 3, 4, 2, 1, 9)","(7, 3, 9, 4, 2, 6, 1, 0, 8, 5)",-11,2,#REF!,G1537,--,--,G1537
m11n99,G1538,"(0, 8, 9, 7, 1, 6, 3, 5, 2, 4)","(7, 3, 6, 5, 4, 2, 0, 1, 8, 9)",-11,2,#REF!,G1538,--,--,G1538
11n102,G333,"(0, 7, 9, 4, 3, 1, 5, 2, 8, 6)","(3, 2, 5, 6, 8, 7, 0, 9, 4, 1)",-1,0,#REF!,G333,G333,G333,G333
m11n102,G1330,"(0, 7, 8, 5, 3, 4, 6, 2, 1, 9)","(6, 2, 4, 9, 7, 0, 1, 8, 5, 3)",-9,0,#REF!,G1330,G1330,G1330,G1330
11n104,G334,"(0, 9, 8, 6, 5, 7, 2, 4, 3, 1)","(7, 2, 4, 1, 0, 3, 6, 9, 8, 5)",-13,0,#REF!,G334,G334,G334,G334
m11n104,G1331,"(0, 8, 9, 2, 3, 1, 4, 5, 6, 7)","(5, 1, 4, 7, 0, 6, 8, 9, 2, 3)",3,0,#REF!,G1331,G1331,G1331,G1331
11n106,G335,"(0, 1, 2, 7, 8, 9, 6, 4, 5, 3)","(4, 9, 0, 1, 3, 5, 2, 7, 8, 6)",-4,-1,#REF!,G335,--,--,G337
11n106,G336,"(0, 7, 4, 5, 3, 6, 8, 9, 1, 2)","(3, 1, 8, 2, 7, 9, 0, 4, 5, 6)",-4,-1,#REF!,G336,--,--,G339
11n106,G337,"(0, 1, 2, 7, 8, 9, 6, 4, 5, 3)","(4, 5, 8, 9, 0, 3, 1, 7, 2, 6)",-4,-1,#REF!,G337,--,--,G335
11n106,G338,"(0, 8, 3, 4, 2, 5, 6, 7, 1, 9)","(5, 1, 9, 0, 6, 7, 8, 3, 4, 2)",-4,-1,#REF!,G338,--,--,G340
11n106,G339,"(0, 8, 9, 4, 2, 3, 5, 1, 6, 7)","(6, 1, 3, 0, 7, 8, 9, 4, 2, 5)",-4,-1,#REF!,G339,--,--,G336
11n106,G340,"(0, 1, 9, 5, 3, 4, 6, 7, 8, 2)","(3, 4, 2, 0, 8, 9, 1, 5, 6, 7)",-4,-1,#REF!,G340,--,--,G338
11n106,G341,"(0, 8, 9, 7, 4, 5, 6, 1, 2, 3)","(7, 1, 6, 2, 0, 3, 4, 5, 8, 9)",-4,1,#REF!,G341,--,--,G343
11n106,G342,"(0, 4, 5, 6, 8, 9, 7, 3, 1, 2)","(5, 6, 7, 1, 3, 4, 2, 0, 8, 9)",-4,1,#REF!,G342,--,--,G345
11n106,G343,"(0, 8, 9, 7, 4, 5, 6, 1, 2, 3)","(7, 5, 6, 1, 8, 0, 2, 3, 4, 9)",-4,1,#REF!,G343,--,--,G341
11n106,G344,"(0, 1, 3, 4, 6, 9, 7, 8, 5, 2)","(6, 7, 8, 2, 3, 5, 0, 4, 1, 9)",-4,1,#REF!,G344,--,--,G346
11n106,G345,"(0, 8, 2, 3, 4, 7, 5, 6, 1, 9)","(7, 5, 6, 1, 2, 3, 9, 0, 8, 4)",-4,1,#REF!,G345,--,--,G342
11n106,G346,"(0, 1, 6, 2, 4, 5, 3, 8, 9, 7)","(2, 5, 3, 8, 9, 0, 7, 4, 6, 1)",-4,1,#REF!,G346,--,--,G344
m11n106,G1332,"(0, 3, 1, 6, 5, 2, 4, 9, 8, 7)","(4, 9, 8, 0, 7, 6, 1, 5, 3, 2)",-6,-1,#REF!,G1332,--,--,?
m11n106,G1333,"(0, 6, 9, 5, 1, 8, 7, 3, 2, 4)","(3, 2, 4, 7, 6, 5, 0, 9, 8, 1)",-6,-1,#REF!,G1333,--,--,?
m11n106,G1334,"(0, 2, 1, 3, 7, 6, 5, 4, 9, 8)","(3, 6, 4, 9, 2, 0, 8, 7, 5, 1)",-6,-1,#REF!,G1334,--,--,?
m11n106,G1335,"(0, 9, 4, 3, 2, 1, 5, 7, 6, 8)","(7, 3, 1, 0, 8, 6, 9, 4, 2, 5)",-6,1,#REF!,G1335,--,--,?
m11n106,G1336,"(0, 9, 8, 3, 5, 2, 1, 6, 4, 7)","(5, 4, 2, 6, 1, 0, 7, 9, 8, 3)",-6,1,#REF!,G1336,--,--,?
m11n106,G1337,"(0, 2, 1, 7, 6, 3, 9, 5, 8, 4)","(3, 6, 5, 4, 9, 8, 7, 0, 2, 1)",-6,1,#REF!,G1337,--,--,?
11n107,G347,"(0, 9, 3, 4, 5, 8, 7, 6, 2, 1)","(5, 2, 6, 1, 3, 4, 0, 9, 8, 7)",-10,-1,#REF!,G347,--,--,?
11n107,G348,"(0, 9, 5, 4, 3, 6, 7, 8, 2, 1)","(4, 3, 2, 1, 7, 8, 0, 5, 9, 6)",-10,1,#REF!,G348,--,--,?
m11n107,G1338,"(0, 1, 2, 3, 6, 7, 5, 4, 9, 8)","(3, 4, 7, 9, 0, 1, 8, 6, 5, 2)",0,-1,#REF!,G1338,--,--,?
m11n107,G1339,"(0, 9, 1, 2, 3, 5, 8, 6, 7, 4)","(5, 4, 6, 7, 0, 1, 2, 9, 3, 8)",0,-1,#REF!,G1339,--,--,?
m11n107,G1340,"(0, 9, 4, 3, 1, 2, 5, 6, 7, 8)","(6, 3, 2, 0, 7, 8, 9, 1, 4, 5)",0,1,#REF!,G1340,--,--,?
m11n107,G1341,"(0, 7, 8, 6, 9, 1, 2, 3, 5, 4)","(6, 1, 5, 2, 3, 4, 7, 8, 0, 9)",0,1,#REF!,G1341,--,--,?
11n110,G1925,"(0, 8, 9, 7, 6, 3, 4, 5, 1, 2)","(4, 1, 5, 0, 8, 7, 9, 2, 3, 6)",-7,-2,#REF!,G1925,--,--,G2331
11n110,G1926,"(0, 8, 9, 2, 6, 3, 5, 4, 1, 7)","(3, 1, 4, 8, 0, 7, 9, 6, 5, 2)",-7,-2,#REF!,G1926,--,--,G2333
11n110,G1927,"(0, 8, 9, 7, 5, 1, 3, 2, 4, 6)","(4, 1, 2, 0, 8, 6, 7, 5, 9, 3)",-7,-2,#REF!,G1927,--,--,G2332
11n110,G1928,"(0, 6, 7, 5, 8, 9, 4, 2, 3, 1)","(2, 1, 3, 9, 0, 6, 7, 5, 8, 4)",-7,-2,#REF!,G1928,--,--,G2334
11n110,G2331,"(0, 8, 6, 7, 3, 4, 5, 2, 1, 9)","(4, 1, 9, 5, 6, 8, 0, 7, 3, 2)",-7,-2,#REF!,G2331,--,--,G1925
11n110,G2332,"(0, 1, 9, 4, 7, 5, 3, 6, 8, 2)","(3, 6, 2, 0, 1, 8, 7, 9, 4, 5)",-7,-2,#REF!,G2332,--,--,G1927
11n110,G2333,"(0, 9, 7, 2, 4, 5, 3, 1, 6, 8)","(5, 1, 0, 8, 6, 9, 7, 4, 2, 3)",-7,-2,#REF!,G2333,--,--,G1926
11n110,G2334,"(0, 9, 7, 8, 6, 3, 1, 2, 4, 5)","(4, 1, 0, 2, 9, 7, 5, 6, 8, 3)",-7,-2,#REF!,G2334,--,--,G1928
11n110,G1929,"(0, 1, 2, 8, 9, 7, 5, 4, 6, 3)","(5, 6, 9, 0, 4, 1, 3, 8, 2, 7)",-7,0,#REF!,G1929,G1930,G2349,G2338
11n110,G1930,"(0, 5, 6, 9, 1, 8, 7, 3, 4, 2)","(6, 7, 3, 4, 5, 2, 0, 8, 1, 9)",-7,0,#REF!,G1930,G1929,G2338,G2349
11n110,G1931,"(0, 2, 3, 1, 9, 8, 6, 7, 4, 5)","(4, 6, 8, 5, 7, 2, 0, 1, 9, 3)",-7,0,#REF!,G1931,G1941,G2345,G2337
11n110,G1932,"(0, 1, 9, 8, 6, 2, 3, 5, 7, 4)","(6, 7, 5, 0, 3, 4, 9, 1, 2, 8)",-7,0,#REF!,G1932,G1936,G2336,G2342
11n110,G1933,"(0, 1, 8, 6, 7, 5, 3, 2, 4, 9)","(5, 7, 4, 9, 2, 8, 0, 6, 1, 3)",-7,0,#REF!,G1933,G1934,G2344,G2347
11n110,G1934,"(0, 5, 8, 6, 3, 7, 1, 9, 2, 4)","(3, 2, 4, 1, 9, 0, 8, 5, 6, 7)",-7,0,#REF!,G1934,G1933,G2347,G2344
11n110,G1935,"(0, 8, 9, 2, 1, 7, 5, 3, 6, 4)","(7, 3, 5, 6, 4, 2, 8, 0, 1, 9)",-7,0,#REF!,G1935,G1944,G2340,G2335
11n110,G1936,"(0, 2, 7, 3, 9, 6, 4, 5, 1, 8)","(4, 6, 5, 1, 2, 0, 8, 9, 7, 3)",-7,0,#REF!,G1936,G1932,G2342,G2336
11n110,G1937,"(0, 1, 9, 2, 6, 7, 5, 8, 4, 3)","(4, 8, 5, 7, 0, 3, 1, 2, 9, 6)",-7,0,#REF!,G1937,G1942,G2341,G2339
11n110,G1938,"(0, 1, 7, 5, 8, 9, 6, 4, 2, 3)","(6, 9, 4, 0, 2, 3, 1, 8, 5, 7)",-7,0,#REF!,G1938,G1939,G2343,G2350
11n110,G1939,"(0, 3, 1, 2, 8, 5, 7, 4, 9, 6)","(7, 9, 5, 6, 4, 0, 3, 1, 2, 8)",-7,0,#REF!,G1939,G1938,G2350,G2343
11n110,G1940,"(0, 8, 1, 6, 4, 7, 5, 2, 3, 9)","(6, 4, 5, 3, 9, 0, 8, 7, 1, 2)",-7,0,#REF!,G1940,G1943,G2346,G2348
11n110,G1941,"(0, 3, 1, 7, 5, 6, 4, 8, 9, 2)","(5, 6, 4, 3, 9, 2, 0, 1, 7, 8)",-7,0,#REF!,G1941,G1931,G2337,G2345
11n110,G1942,"(0, 8, 9, 6, 4, 2, 5, 1, 3, 7)","(5, 2, 4, 3, 0, 7, 8, 6, 9, 1)",-7,0,#REF!,G1942,G1937,G2339,G2341
11n110,G1943,"(0, 4, 2, 3, 1, 8, 7, 5, 6, 9)","(8, 9, 5, 7, 4, 6, 2, 0, 1, 3)",-7,0,#REF!,G1943,G1940,G2348,G2346
11n110,G1944,"(0, 8, 4, 2, 3, 1, 6, 7, 5, 9)","(6, 1, 9, 7, 0, 5, 8, 4, 2, 3)",-7,0,#REF!,G1944,G1935,G2335,G2340
11n110,G2335,"(0, 8, 6, 7, 9, 5, 3, 1, 2, 4)","(7, 3, 1, 4, 2, 0, 6, 5, 8, 9)",-7,0,#REF!,G2335,G2340,G1944,G1935
11n110,G2336,"(0, 4, 1, 9, 2, 3, 7, 8, 6, 5)","(7, 8, 6, 3, 4, 0, 1, 5, 2, 9)",-7,0,#REF!,G2336,G2342,G1932,G1936
11n110,G2337,"(0, 6, 9, 7, 8, 4, 5, 2, 3, 1)","(4, 2, 3, 1, 5, 6, 9, 7, 0, 8)",-7,0,#REF!,G2337,G2345,G1941,G1931
11n110,G2338,"(0, 8, 1, 9, 6, 7, 3, 4, 5, 2)","(7, 3, 4, 2, 0, 5, 6, 9, 1, 8)",-7,0,#REF!,G2338,G2349,G1930,G1929
11n110,G2339,"(0, 7, 9, 8, 6, 2, 3, 1, 4, 5)","(6, 3, 4, 1, 9, 7, 0, 5, 8, 2)",-7,0,#REF!,G2339,G2341,G1942,G1937
11n110,G2340,"(0, 8, 9, 5, 2, 3, 1, 4, 7, 6)","(4, 1, 3, 0, 7, 8, 6, 9, 5, 2)",-7,0,#REF!,G2340,G2335,G1935,G1944
11n110,G2341,"(0, 2, 8, 3, 6, 4, 5, 1, 9, 7)","(4, 5, 1, 9, 2, 8, 0, 7, 6, 3)",-7,0,#REF!,G2341,G2339,G1937,G1942
11n110,G2342,"(0, 8, 9, 7, 3, 4, 6, 1, 2, 5)","(6, 4, 5, 1, 8, 0, 2, 3, 9, 7)",-7,0,#REF!,G2342,G2336,G1936,G1932
11n110,G2343,"(0, 7, 4, 6, 5, 8, 3, 9, 1, 2)","(5, 3, 1, 2, 9, 0, 6, 4, 7, 8)",-7,0,#REF!,G2343,G2350,G1938,G1939
11n110,G2344,"(0, 6, 8, 4, 9, 1, 3, 5, 2, 7)","(5, 3, 1, 0, 2, 7, 8, 9, 6, 4)",-7,0,#REF!,G2344,G2347,G1933,G1934
11n110,G2345,"(0, 1, 3, 5, 2, 4, 9, 7, 8, 6)","(2, 7, 9, 0, 8, 6, 5, 3, 4, 1)",-7,0,#REF!,G2345,G2337,G1931,G1941
11n110,G2346,"(0, 1, 9, 8, 2, 3, 7, 5, 6, 4)","(5, 8, 6, 3, 4, 0, 1, 9, 2, 7)",-7,0,#REF!,G2346,G2348,G1940,G1943
11n110,G2347,"(0, 1, 9, 6, 7, 8, 4, 3, 5, 2)","(4, 8, 2, 0, 3, 5, 1, 6, 9, 7)",-7,0,#REF!,G2347,G2344,G1934,G1933
11n110,G2348,"(0, 7, 9, 5, 3, 4, 6, 1, 2, 8)","(6, 4, 1, 0, 8, 9, 2, 3, 7, 5)",-7,0,#REF!,G2348,G2346,G1943,G1940
11n110,G2349,"(0, 1, 5, 2, 4, 9, 3, 8, 6, 7)","(3, 9, 0, 8, 6, 5, 7, 4, 1, 2)",-7,0,#REF!,G2349,G2338,G1929,G1930
11n110,G2350,"(0, 7, 5, 6, 8, 9, 4, 2, 1, 3)","(4, 2, 9, 0, 3, 7, 1, 8, 5, 6)",-7,0,#REF!,G2350,G2343,G1939,G1938
11n110,G1945,"(0, 8, 9, 7, 2, 3, 6, 4, 5, 1)","(7, 3, 6, 4, 5, 1, 2, 8, 0, 9)",-7,2,#REF!,G1945,--,--,G2353
11n110,G1946,"(0, 2, 4, 3, 5, 1, 9, 7, 8, 6)","(3, 7, 1, 9, 0, 8, 6, 4, 5, 2)",-7,2,#REF!,G1946,--,--,G2352
11n110,G1947,"(0, 6, 3, 2, 4, 1, 5, 8, 9, 7)","(5, 2, 1, 8, 0, 7, 9, 3, 6, 4)",-7,2,#REF!,G1947,--,--,G2354
11n110,G1948,"(0, 1, 7, 8, 9, 6, 5, 3, 4, 2)","(6, 9, 0, 3, 5, 4, 2, 7, 1, 8)",-7,2,#REF!,G1948,--,--,G2351
11n110,G2351,"(0, 8, 7, 4, 5, 6, 2, 3, 1, 9)","(7, 6, 2, 9, 1, 3, 4, 0, 8, 5)",-7,2,#REF!,G2351,--,--,G1948
11n110,G2352,"(0, 4, 6, 9, 7, 5, 8, 3, 1, 2)","(7, 8, 3, 5, 4, 1, 2, 0, 6, 9)",-7,2,#REF!,G2352,--,--,G1946
11n110,G2353,"(0, 1, 3, 4, 2, 9, 7, 8, 6, 5)","(2, 7, 9, 0, 8, 6, 3, 5, 4, 1)",-7,2,#REF!,G2353,--,--,G1945
11n110,G2354,"(0, 2, 7, 5, 3, 4, 6, 1, 9, 8)","(5, 6, 4, 1, 9, 2, 0, 8, 7, 3)",-7,2,#REF!,G2354,--,--,G1947
m11n110,G2127,"(0, 7, 6, 3, 5, 8, 4, 9, 1, 2)","(5, 4, 8, 7, 9, 1, 0, 2, 3, 6)",-3,0,#REF!,G2127,G2128,G2533,G2534
m11n110,G2128,"(0, 1, 3, 8, 4, 7, 9, 6, 5, 2)","(6, 9, 0, 2, 1, 3, 5, 4, 8, 7)",-3,0,#REF!,G2128,G2127,G2534,G2533
m11n110,G2533,"(0, 3, 7, 8, 6, 9, 1, 5, 4, 2)","(5, 8, 9, 1, 0, 2, 4, 3, 7, 6)",-3,0,#REF!,G2533,G2534,G2127,G2128
m11n110,G2534,"(0, 1, 3, 2, 4, 6, 5, 9, 8, 7)","(2, 4, 9, 5, 8, 0, 7, 6, 3, 1)",-3,0,#REF!,G2534,G2533,G2128,G2127
11n111,G349,"(0, 3, 2, 8, 7, 6, 9, 5, 1, 4)","(5, 9, 4, 3, 1, 0, 2, 8, 6, 7)",-9,-2,#REF!,G349,--,--,G349
11n111,G350,"(0, 4, 2, 3, 6, 9, 8, 7, 5, 1)","(6, 8, 5, 7, 1, 4, 3, 2, 0, 9)",-9,0,#REF!,G350,G353,G351,G352
11n111,G351,"(0, 6, 3, 1, 2, 5, 4, 9, 8, 7)","(4, 2, 9, 8, 7, 0, 6, 5, 3, 1)",-9,0,#REF!,G351,G352,G350,G353
11n111,G352,"(0, 7, 3, 6, 5, 4, 9, 8, 1, 2)","(4, 1, 9, 2, 0, 8, 7, 3, 6, 5)",-9,0,#REF!,G352,G351,G353,G350
11n111,G353,"(0, 6, 4, 3, 2, 5, 8, 9, 7, 1)","(2, 1, 9, 8, 7, 0, 4, 6, 3, 5)",-9,0,#REF!,G353,G350,G352,G351
11n111,G354,"(0, 3, 9, 5, 8, 7, 6, 2, 1, 4)","(7, 8, 6, 2, 4, 3, 1, 0, 5, 9)",-9,2,#REF!,G354,--,--,G354
m11n111,G1342,"(0, 1, 2, 9, 6, 5, 7, 3, 4, 8)","(5, 6, 7, 4, 0, 8, 1, 9, 2, 3)",-1,0,#REF!,G1342,?,?,G1343
m11n111,G1343,"(0, 3, 7, 4, 5, 6, 1, 2, 9, 8)","(6, 9, 1, 8, 0, 2, 3, 7, 4, 5)",-1,0,#REF!,G1343,?,?,G1342
11n116,G1949,"(0, 2, 5, 4, 6, 3, 8, 7, 1, 9)","(4, 8, 1, 9, 0, 7, 5, 2, 6, 3)",-3,0,#REF!,G1949,G1950,G2356,G2355
11n116,G1950,"(0, 6, 4, 7, 5, 8, 9, 2, 1, 3)","(5, 2, 9, 3, 1, 0, 6, 7, 4, 8)",-3,0,#REF!,G1950,G1949,G2355,G2356
11n116,G2355,"(0, 3, 2, 5, 6, 4, 7, 1, 9, 8)","(4, 1, 7, 9, 0, 8, 3, 5, 6, 2)",-3,0,#REF!,G2355,G2356,G1950,G1949
11n116,G2356,"(0, 2, 9, 1, 3, 4, 8, 6, 5, 7)","(6, 8, 4, 5, 7, 0, 3, 2, 9, 1)",-3,0,#REF!,G2356,G2355,G1949,G1950
m11n116,G2129,"(0, 8, 7, 1, 9, 2, 6, 4, 3, 5)","(6, 2, 4, 5, 3, 0, 1, 8, 7, 9)",-7,0,#REF!,G2129,G2130,G2535,G2536
m11n116,G2130,"(0, 9, 7, 1, 4, 2, 6, 5, 3, 8)","(6, 5, 2, 3, 0, 8, 9, 1, 7, 4)",-7,0,#REF!,G2130,G2129,G2536,G2535
m11n116,G2535,"(0, 3, 2, 8, 5, 7, 6, 9, 1, 4)","(5, 7, 6, 4, 1, 2, 0, 3, 8, 9)",-7,0,#REF!,G2535,G2536,G2129,G2130
m11n116,G2536,"(0, 6, 5, 8, 4, 7, 9, 2, 1, 3)","(4, 2, 1, 3, 9, 0, 5, 8, 6, 7)",-7,0,#REF!,G2536,G2535,G2130,G2129
11n117,G355,"(0, 9, 1, 3, 2, 6, 5, 4, 8, 7)","(5, 2, 8, 0, 4, 3, 9, 7, 6, 1)",-7,0,#REF!,G355,G356,G356,G355
11n117,G356,"(0, 4, 1, 7, 9, 3, 2, 8, 6, 5)","(6, 9, 8, 0, 2, 1, 5, 4, 3, 7)",-7,0,#REF!,G356,G355,G355,G356
m11n117,G1344,"(0, 8, 1, 6, 7, 2, 4, 5, 3, 9)","(7, 2, 3, 9, 5, 6, 0, 1, 8, 4)",-3,0,#REF!,G1344,G1347,G1353,G1352
m11n117,G1345,"(0, 6, 4, 5, 7, 3, 1, 8, 2, 9)","(7, 8, 9, 1, 2, 0, 6, 4, 5, 3)",-3,0,#REF!,G1345,G1348,G1346,G1351
m11n117,G1346,"(0, 5, 3, 4, 7, 8, 6, 1, 9, 2)","(4, 1, 6, 9, 2, 3, 0, 7, 5, 8)",-3,0,#REF!,G1346,G1351,G1345,G1348
m11n117,G1347,"(0, 4, 6, 2, 7, 8, 3, 1, 5, 9)","(6, 8, 1, 9, 0, 5, 7, 4, 2, 3)",-3,0,#REF!,G1347,G1344,G1352,G1353
m11n117,G1348,"(0, 1, 9, 4, 2, 3, 6, 8, 5, 7)","(3, 8, 6, 0, 5, 7, 1, 4, 9, 2)",-3,0,#REF!,G1348,G1345,G1351,G1346
m11n117,G1349,"(0, 1, 8, 9, 7, 5, 6, 2, 3, 4)","(2, 7, 3, 6, 0, 8, 4, 5, 9, 1)",-3,0,#REF!,G1349,G1350,G1349,G1350
m11n117,G1350,"(0, 1, 9, 7, 8, 5, 6, 2, 3, 4)","(2, 8, 6, 0, 3, 9, 4, 5, 7, 1)",-3,0,#REF!,G1350,G1349,G1350,G1349
m11n117,G1351,"(0, 2, 9, 6, 7, 5, 8, 1, 3, 4)","(7, 8, 3, 1, 2, 0, 4, 5, 6, 9)",-3,0,#REF!,G1351,G1346,G1348,G1345
m11n117,G1352,"(0, 1, 5, 6, 9, 7, 8, 3, 4, 2)","(3, 7, 8, 2, 5, 0, 4, 6, 1, 9)",-3,0,#REF!,G1352,G1353,G1347,G1344
